"","x"
"8444","no"
"8445","no"
"8446","no"
"8447","no"
"8448","no"
"8449","no"
"8450","no"
"8451","no"
"8452","no"
"8453","no"
"8454","no"
"8455","no"
"8456","no"
"8457","no"
"8458","no"
"8459","no"
"8460","no"
"8461","no"
"8462","no"
"8463","no"
"8464","no"
"8465","no"
"8466","no"
"8467","no"
"8468","no"
"8469","no"
"8470","no"
"8471","no"
"8472","no"
"8473","no"
"8474","no"
"8475","no"
"8476","no"
"8477","no"
"8478","yes"
"8479","no"
"8480","no"
"8481","no"
"8482","no"
"8483","no"
"8484","no"
"8485","no"
"8486","no"
"8487","no"
"8488","no"
"8489","yes"
"8490","no"
"8491","no"
"8492","no"
"8493","no"
"8494","no"
"8495","no"
"8496","no"
"8497","no"
"8498","no"
"8499","no"
"8500","no"
"8501","no"
"8502","no"
"8503","no"
"8504","no"
"8505","no"
"8506","no"
"8507","no"
"8508","yes"
"8509","no"
"8510","no"
"8511","no"
"8512","no"
"8513","yes"
"8514","no"
"8515","no"
"8516","no"
"8517","no"
"8518","no"
"8519","no"
"8520","no"
"8521","no"
"8522","no"
"8523","no"
"8524","no"
"8525","no"
"8526","yes"
"8527","no"
"8528","no"
"8529","no"
"8530","no"
"8531","no"
"8532","no"
"8533","no"
"8534","no"
"8535","no"
"8536","no"
"8537","no"
"8538","no"
"8539","no"
"8540","no"
"8541","yes"
"8542","no"
"8543","no"
"8544","no"
"8545","no"
"8546","yes"
"8547","no"
"8548","no"
"8549","yes"
"8550","no"
"8551","no"
"8552","no"
"8553","no"
"8554","no"
"8555","no"
"8556","no"
"8557","no"
"8558","no"
"8559","no"
"8560","no"
"8561","no"
"8562","no"
"8563","no"
"8564","no"
"8565","no"
"8566","no"
"8567","no"
"8568","no"
"8569","no"
"8570","yes"
"8571","no"
"8572","no"
"8573","no"
"8574","no"
"8575","no"
"8576","no"
"8577","no"
"8578","yes"
"8579","no"
"8580","no"
"8581","no"
"8582","no"
"8583","no"
"8584","yes"
"8585","yes"
"8586","yes"
"8587","no"
"8588","no"
"8589","no"
"8590","no"
"8591","no"
"8592","no"
"8593","no"
"8594","yes"
"8595","no"
"8596","no"
"8597","no"
"8598","no"
"8599","yes"
"8600","no"
"8601","yes"
"8602","no"
"8603","no"
"8604","no"
"8605","no"
"8606","no"
"8607","no"
"8608","no"
"8609","yes"
"8610","no"
"8611","no"
"8612","no"
"8613","no"
"8614","no"
"8615","yes"
"8616","no"
"8617","no"
"8618","no"
"8619","yes"
"8620","yes"
"8621","no"
"8622","yes"
"8623","yes"
"8624","no"
"8625","no"
"8626","no"
"8627","no"
"8628","no"
"8629","no"
"8630","no"
"8631","no"
"8632","no"
"8633","no"
"8634","no"
"8635","no"
"8636","no"
"8637","no"
"8638","no"
"8639","no"
"8640","yes"
"8641","yes"
"8642","no"
"8643","no"
"8644","no"
"8645","yes"
"8646","no"
"8647","no"
"8648","no"
"8649","no"
"8650","no"
"8651","no"
"8652","yes"
"8653","no"
"8654","no"
"8655","no"
"8656","no"
"8657","no"
"8658","yes"
"8659","no"
"8660","no"
"8661","no"
"8662","no"
"8663","no"
"8664","no"
"8665","no"
"8666","no"
"8667","no"
"8668","no"
"8669","no"
"8670","no"
"8671","no"
"8672","no"
"8673","no"
"8674","no"
"8675","no"
"8676","no"
"8677","no"
"8678","no"
"8679","no"
"8680","no"
"8681","yes"
"8682","no"
"8683","no"
"8684","no"
"8685","yes"
"8686","no"
"8687","no"
"8688","no"
"8689","no"
"8690","no"
"8691","no"
"8692","yes"
"8693","no"
"8694","no"
"8695","no"
"8696","no"
"8697","yes"
"8698","no"
"8699","no"
"8700","no"
"8701","yes"
"8702","no"
"8703","no"
"8704","no"
"8705","yes"
"8706","no"
"8707","no"
"8708","yes"
"8709","no"
"8710","no"
"8711","no"
"8712","no"
"8713","no"
"8714","no"
"8715","no"
"8716","no"
"8717","no"
"8718","no"
"8719","no"
"8720","no"
"8721","no"
"8722","yes"
"8723","no"
"8724","yes"
"8725","no"
"8726","no"
"8727","no"
"8728","no"
"8729","no"
"8730","no"
"8731","no"
"8732","no"
"8733","no"
"8734","no"
"8735","yes"
"8736","no"
"8737","no"
"8738","yes"
"8739","no"
"8740","no"
"8741","no"
"8742","no"
"8743","no"
"8744","no"
"8745","no"
"8746","no"
"8747","no"
"8748","no"
"8749","no"
"8750","no"
"8751","no"
"8752","no"
"8753","no"
"8754","yes"
"8755","no"
"8756","no"
"8757","no"
"8758","no"
"8759","no"
"8760","no"
"8761","no"
"8762","no"
"8763","no"
"8764","yes"
"8765","no"
"8766","no"
"8767","no"
"8768","no"
"8769","no"
"8770","no"
"8771","no"
"8772","no"
"8773","no"
"8774","no"
"8775","no"
"8776","no"
"8777","yes"
"8778","no"
"8779","no"
"8780","yes"
"8781","no"
"8782","no"
"8783","no"
"8784","no"
"8785","yes"
"8786","no"
"8787","no"
"8788","no"
"8789","no"
"8790","no"
"8791","no"
"8792","no"
"8793","no"
"8794","no"
"8795","no"
"8796","no"
"8797","no"
"8798","no"
"8799","no"
"8800","no"
"8801","no"
"8802","no"
"8803","no"
"8804","no"
"8805","yes"
"8806","no"
"8807","no"
"8808","no"
"8809","no"
"8810","no"
"8811","no"
"8812","no"
"8813","no"
"8814","no"
"8815","no"
"8816","no"
"8817","no"
"8818","no"
"8819","no"
"8820","no"
"8821","no"
"8822","no"
"8823","no"
"8824","no"
"8825","no"
"8826","no"
"8827","no"
"8828","no"
"8829","no"
"8830","yes"
"8831","yes"
"8832","no"
"8833","no"
"8834","no"
"8835","yes"
"8836","no"
"8837","no"
"8838","no"
"8839","no"
"8840","no"
"8841","no"
"8842","yes"
"8843","no"
"8844","no"
"8845","no"
"8846","no"
"8847","no"
"8848","no"
"8849","no"
"8850","yes"
"8851","yes"
"8852","no"
"8853","no"
"8854","yes"
"8855","no"
"8856","no"
"8857","no"
"8858","yes"
"8859","yes"
"8860","no"
"8861","no"
"8862","no"
"8863","no"
"8864","no"
"8865","no"
"8866","no"
"8867","no"
"8868","no"
"8869","yes"
"8870","no"
"8871","no"
"8872","no"
"8873","no"
"8874","no"
"8875","no"
"8876","no"
"8877","no"
"8878","no"
"8879","no"
"8880","no"
"8881","no"
"8882","no"
"8883","no"
"8884","no"
"8885","no"
"8886","no"
"8887","no"
"8888","no"
"8889","no"
"8890","no"
"8891","no"
"8892","no"
"8893","no"
"8894","no"
"8895","no"
"8896","no"
"8897","yes"
"8898","no"
"8899","no"
"8900","yes"
"8901","no"
"8902","no"
"8903","no"
"8904","no"
"8905","no"
"8906","no"
"8907","no"
"8908","no"
"8909","no"
"8910","no"
"8911","no"
"8912","yes"
"8913","no"
"8914","no"
"8915","no"
"8916","no"
"8917","yes"
"8918","no"
"8919","no"
"8920","yes"
"8921","no"
"8922","no"
"8923","no"
"8924","no"
"8925","yes"
"8926","no"
"8927","no"
"8928","no"
"8929","no"
"8930","no"
"8931","no"
"8932","no"
"8933","no"
"8934","no"
"8935","no"
"8936","no"
"8937","no"
"8938","no"
"8939","no"
"8940","no"
"8941","no"
"8942","no"
"8943","yes"
"8944","no"
"8945","no"
"8946","yes"
"8947","no"
"8948","no"
"8949","no"
"8950","no"
"8951","no"
"8952","no"
"8953","no"
"8954","no"
"8955","no"
"8956","no"
"8957","no"
"8958","no"
"8959","no"
"8960","no"
"8961","no"
"8962","no"
"8963","no"
"8964","no"
"8965","no"
"8966","no"
"8967","no"
"8968","no"
"8969","no"
"8970","no"
"8971","no"
"8972","no"
"8973","no"
"8974","no"
"8975","no"
"8976","no"
"8977","no"
"8978","no"
"8979","no"
"8980","no"
"8981","no"
"8982","no"
"8983","no"
"8984","no"
"8985","no"
"8986","no"
"8987","no"
"8988","no"
"8989","no"
"8990","no"
"8991","no"
"8992","no"
"8993","no"
"8994","yes"
"8995","no"
"8996","no"
"8997","no"
"8998","no"
"8999","no"
"9000","no"
"9001","no"
"9002","no"
"9003","no"
"9004","no"
"9005","no"
"9006","no"
"9007","no"
"9008","no"
"9009","yes"
"9010","no"
"9011","no"
"9012","no"
"9013","no"
"9014","yes"
"9015","yes"
"9016","no"
"9017","no"
"9018","no"
"9019","no"
"9020","no"
"9021","yes"
"9022","no"
"9023","no"
"9024","no"
"9025","no"
"9026","no"
"9027","no"
"9028","no"
"9029","no"
"9030","no"
"9031","no"
"9032","no"
"9033","no"
"9034","yes"
"9035","no"
"9036","no"
"9037","no"
"9038","no"
"9039","no"
"9040","no"
"9041","yes"
"9042","no"
"9043","no"
"9044","no"
"9045","no"
"9046","yes"
"9047","no"
"9048","no"
"9049","no"
"9050","no"
"9051","no"
"9052","no"
"9053","no"
"9054","no"
"9055","no"
"9056","no"
"9057","yes"
"9058","no"
"9059","no"
"9060","no"
"9061","yes"
"9062","no"
"9063","no"
"9064","no"
"9065","no"
"9066","no"
"9067","yes"
"9068","no"
"9069","no"
"9070","no"
"9071","no"
"9072","no"
"9073","no"
"9074","no"
"9075","no"
"9076","no"
"9077","no"
"9078","no"
"9079","no"
"9080","no"
"9081","no"
"9082","no"
"9083","no"
"9084","no"
"9085","no"
"9086","no"
"9087","no"
"9088","no"
"9089","no"
"9090","no"
"9091","no"
"9092","no"
"9093","no"
"9094","no"
"9095","no"
"9096","no"
"9097","no"
"9098","no"
"9099","no"
"9100","no"
"9101","no"
"9102","no"
"9103","no"
"9104","no"
"9105","no"
"9106","yes"
"9107","no"
"9108","yes"
"9109","no"
"9110","no"
"9111","no"
"9112","no"
"9113","no"
"9114","no"
"9115","no"
"9116","no"
"9117","no"
"9118","no"
"9119","no"
"9120","no"
"9121","no"
"9122","no"
"9123","no"
"9124","no"
"9125","no"
"9126","no"
"9127","yes"
"9128","no"
"9129","no"
"9130","no"
"9131","no"
"9132","no"
"9133","no"
"9134","yes"
"9135","no"
"9136","yes"
"9137","yes"
"9138","no"
"9139","no"
"9140","no"
"9141","yes"
"9142","no"
"9143","no"
"9144","no"
"9145","yes"
"9146","no"
"9147","no"
"9148","yes"
"9149","no"
"9150","no"
"9151","no"
"9152","no"
"9153","no"
"9154","no"
"9155","no"
"9156","no"
"9157","no"
"9158","no"
"9159","no"
"9160","no"
"9161","no"
"9162","yes"
"9163","no"
"9164","no"
"9165","no"
"9166","no"
"9167","no"
"9168","no"
"9169","no"
"9170","no"
"9171","no"
"9172","no"
"9173","no"
"9174","no"
"9175","no"
"9176","yes"
"9177","no"
"9178","no"
"9179","no"
"9180","no"
"9181","no"
"9182","no"
"9183","no"
"9184","no"
"9185","no"
"9186","no"
"9187","no"
"9188","no"
"9189","no"
"9190","no"
"9191","no"
"9192","no"
"9193","no"
"9194","no"
"9195","no"
"9196","no"
"9197","no"
"9198","yes"
"9199","no"
"9200","no"
"9201","yes"
"9202","no"
"9203","no"
"9204","no"
"9205","no"
"9206","yes"
"9207","no"
"9208","no"
"9209","no"
"9210","no"
"9211","no"
"9212","no"
"9213","no"
"9214","no"
"9215","no"
"9216","no"
"9217","no"
"9218","no"
"9219","no"
"9220","no"
"9221","no"
"9222","no"
"9223","no"
"9224","yes"
"9225","no"
"9226","no"
"9227","yes"
"9228","no"
"9229","no"
"9230","yes"
"9231","no"
"9232","no"
"9233","no"
"9234","no"
"9235","no"
"9236","yes"
"9237","no"
"9238","yes"
"9239","no"
"9240","no"
"9241","no"
"9242","no"
"9243","no"
"9244","no"
"9245","no"
"9246","no"
"9247","no"
"9248","no"
"9249","yes"
"9250","no"
"9251","no"
"9252","no"
"9253","no"
"9254","yes"
"9255","no"
"9256","no"
"9257","no"
"9258","no"
"9259","no"
"9260","no"
"9261","no"
"9262","no"
"9263","no"
"9264","no"
"9265","yes"
"9266","no"
"9267","no"
"9268","yes"
"9269","no"
"9270","no"
"9271","no"
"9272","yes"
"9273","no"
"9274","no"
"9275","yes"
"9276","no"
"9277","no"
"9278","no"
"9279","no"
"9280","no"
"9281","no"
"9282","no"
"9283","no"
"9284","no"
"9285","no"
"9286","no"
"9287","no"
"9288","no"
"9289","no"
"9290","no"
"9291","no"
"9292","no"
"9293","no"
"9294","no"
"9295","yes"
"9296","no"
"9297","no"
"9298","no"
"9299","no"
"9300","no"
"9301","no"
"9302","no"
"9303","no"
"9304","no"
"9305","no"
"9306","yes"
"9307","no"
"9308","no"
"9309","no"
"9310","no"
"9311","no"
"9312","no"
"9313","no"
"9314","no"
"9315","no"
"9316","yes"
"9317","no"
"9318","no"
"9319","no"
"9320","no"
"9321","no"
"9322","no"
"9323","no"
"9324","no"
"9325","no"
"9326","no"
"9327","no"
"9328","no"
"9329","no"
"9330","no"
"9331","no"
"9332","no"
"9333","no"
"9334","no"
"9335","no"
"9336","no"
"9337","no"
"9338","no"
"9339","no"
"9340","yes"
"9341","yes"
"9342","no"
"9343","no"
"9344","no"
"9345","yes"
"9346","no"
"9347","no"
"9348","no"
"9349","no"
"9350","no"
"9351","no"
"9352","no"
"9353","yes"
"9354","no"
"9355","no"
"9356","no"
"9357","no"
"9358","no"
"9359","no"
"9360","no"
"9361","yes"
"9362","no"
"9363","no"
"9364","no"
"9365","yes"
"9366","no"
"9367","no"
"9368","yes"
"9369","yes"
"9370","yes"
"9371","no"
"9372","no"
"9373","no"
"9374","no"
"9375","no"
"9376","no"
"9377","no"
"9378","no"
"9379","yes"
"9380","no"
"9381","no"
"9382","no"
"9383","yes"
"9384","no"
"9385","no"
"9386","no"
"9387","no"
"9388","no"
"9389","no"
"9390","yes"
"9391","no"
"9392","no"
"9393","no"
"9394","no"
"9395","no"
"9396","no"
"9397","no"
"9398","no"
"9399","no"
"9400","no"
"9401","no"
"9402","no"
"9403","no"
"9404","no"
"9405","no"
"9406","no"
"9407","no"
"9408","no"
"9409","no"
"9410","no"
"9411","yes"
"9412","no"
"9413","no"
"9414","no"
"9415","no"
"9416","no"
"9417","yes"
"9418","no"
"9419","no"
"9420","no"
"9421","no"
"9422","no"
"9423","no"
"9424","no"
"9425","no"
"9426","no"
"9427","no"
"9428","no"
"9429","no"
"9430","no"
"9431","no"
"9432","yes"
"9433","no"
"9434","no"
"9435","no"
"9436","no"
"9437","no"
"9438","no"
"9439","no"
"9440","yes"
"9441","no"
"9442","no"
"9443","no"
"9444","no"
"9445","no"
"9446","no"
"9447","no"
"9448","no"
"9449","yes"
"9450","yes"
"9451","no"
"9452","no"
"9453","no"
"9454","no"
"9455","no"
"9456","yes"
"9457","no"
"9458","no"
"9459","yes"
"9460","no"
"9461","no"
"9462","no"
"9463","no"
"9464","no"
"9465","no"
"9466","no"
"9467","no"
"9468","no"
"9469","no"
"9470","no"
"9471","yes"
"9472","no"
"9473","no"
"9474","no"
"9475","no"
"9476","yes"
"9477","no"
"9478","yes"
"9479","no"
"9480","no"
"9481","no"
"9482","no"
"9483","no"
"9484","no"
"9485","yes"
"9486","no"
"9487","no"
"9488","no"
"9489","yes"
"9490","no"
"9491","no"
"9492","no"
"9493","no"
"9494","yes"
"9495","no"
"9496","no"
"9497","no"
"9498","yes"
"9499","no"
"9500","yes"
"9501","no"
"9502","no"
"9503","no"
"9504","no"
"9505","no"
"9506","yes"
"9507","no"
"9508","no"
"9509","no"
"9510","no"
"9511","no"
"9512","no"
"9513","no"
"9514","no"
"9515","yes"
"9516","no"
"9517","no"
"9518","no"
"9519","no"
"9520","no"
"9521","no"
"9522","yes"
"9523","no"
"9524","no"
"9525","yes"
"9526","no"
"9527","no"
"9528","no"
"9529","no"
"9530","no"
"9531","no"
"9532","no"
"9533","no"
"9534","no"
"9535","no"
"9536","no"
"9537","no"
"9538","no"
"9539","no"
"9540","no"
"9541","no"
"9542","no"
"9543","no"
"9544","no"
"9545","no"
"9546","no"
"9547","no"
"9548","no"
"9549","no"
"9550","no"
"9551","no"
"9552","no"
"9553","no"
"9554","no"
"9555","no"
"9556","no"
"9557","no"
"9558","no"
"9559","no"
"9560","no"
"9561","no"
"9562","no"
"9563","no"
"9564","no"
"9565","no"
"9566","no"
"9567","no"
"9568","no"
"9569","no"
"9570","yes"
"9571","no"
"9572","no"
"9573","no"
"9574","no"
"9575","no"
"9576","no"
"9577","no"
"9578","no"
"9579","no"
"9580","no"
"9581","no"
"9582","yes"
"9583","no"
"9584","no"
"9585","no"
"9586","no"
"9587","no"
"9588","no"
"9589","no"
"9590","no"
"9591","no"
"9592","no"
"9593","no"
"9594","no"
"9595","no"
"9596","no"
"9597","no"
"9598","no"
"9599","no"
"9600","no"
"9601","no"
"9602","no"
"9603","no"
"9604","no"
"9605","no"
"9606","no"
"9607","no"
"9608","no"
"9609","no"
"9610","no"
"9611","no"
"9612","yes"
"9613","no"
"9614","no"
"9615","yes"
"9616","no"
"9617","no"
"9618","no"
"9619","no"
"9620","no"
"9621","no"
"9622","no"
"9623","yes"
"9624","no"
"9625","no"
"9626","no"
"9627","yes"
"9628","no"
"9629","no"
"9630","no"
"9631","no"
"9632","no"
"9633","no"
"9634","no"
"9635","no"
"9636","no"
"9637","no"
"9638","no"
"9639","no"
"9640","no"
"9641","no"
"9642","no"
"9643","no"
"9644","no"
"9645","yes"
"9646","no"
"9647","no"
"9648","no"
"9649","no"
"9650","no"
"9651","no"
"9652","no"
"9653","no"
"9654","no"
"9655","no"
"9656","no"
"9657","no"
"9658","no"
"9659","no"
"9660","no"
"9661","no"
"9662","no"
"9663","no"
"9664","no"
"9665","yes"
"9666","no"
"9667","no"
"9668","no"
"9669","no"
"9670","no"
"9671","no"
"9672","no"
"9673","no"
"9674","no"
"9675","no"
"9676","no"
"9677","no"
"9678","no"
"9679","no"
"9680","no"
"9681","no"
"9682","no"
"9683","no"
"9684","no"
"9685","no"
"9686","no"
"9687","no"
"9688","no"
"9689","yes"
"9690","no"
"9691","no"
"9692","no"
"9693","no"
"9694","no"
"9695","no"
"9696","no"
"9697","no"
"9698","no"
"9699","no"
"9700","no"
"9701","no"
"9702","no"
"9703","no"
"9704","no"
"9705","yes"
"9706","no"
"9707","no"
"9708","no"
"9709","yes"
"9710","no"
"9711","no"
"9712","no"
"9713","no"
"9714","no"
"9715","no"
"9716","no"
"9717","no"
"9718","no"
"9719","no"
"9720","no"
"9721","yes"
"9722","no"
"9723","no"
"9724","no"
"9725","no"
"9726","no"
"9727","no"
"9728","no"
"9729","yes"
"9730","no"
"9731","no"
"9732","no"
"9733","yes"
"9734","no"
"9735","no"
"9736","no"
"9737","no"
"9738","yes"
"9739","no"
"9740","no"
"9741","no"
"9742","no"
"9743","no"
"9744","no"
"9745","no"
"9746","no"
"9747","no"
"9748","no"
"9749","no"
"9750","no"
"9751","no"
"9752","no"
"9753","no"
"9754","no"
"9755","no"
"9756","no"
"9757","no"
"9758","no"
"9759","no"
"9760","no"
"9761","no"
"9762","no"
"9763","yes"
"9764","no"
"9765","no"
"9766","no"
"9767","yes"
"9768","no"
"9769","no"
"9770","no"
"9771","no"
"9772","yes"
"9773","no"
"9774","no"
"9775","no"
"9776","no"
"9777","no"
"9778","no"
"9779","no"
"9780","no"
"9781","no"
"9782","no"
"9783","no"
"9784","no"
"9785","no"
"9786","no"
"9787","no"
"9788","no"
"9789","yes"
"9790","no"
"9791","no"
"9792","yes"
"9793","no"
"9794","no"
"9795","no"
"9796","yes"
"9797","no"
"9798","no"
"9799","no"
"9800","no"
"9801","no"
"9802","no"
"9803","no"
"9804","yes"
"9805","no"
"9806","no"
"9807","no"
"9808","no"
"9809","no"
"9810","no"
"9811","no"
"9812","no"
"9813","no"
"9814","no"
"9815","no"
"9816","no"
"9817","no"
"9818","no"
"9819","no"
"9820","no"
"9821","no"
"9822","no"
"9823","no"
"9824","no"
"9825","no"
"9826","no"
"9827","no"
"9828","no"
"9829","yes"
"9830","no"
"9831","no"
"9832","no"
"9833","yes"
"9834","no"
"9835","no"
"9836","no"
"9837","no"
"9838","no"
"9839","no"
"9840","no"
"9841","no"
"9842","no"
"9843","no"
"9844","no"
"9845","no"
"9846","no"
"9847","no"
"9848","no"
"9849","no"
"9850","no"
"9851","no"
"9852","no"
"9853","no"
"9854","no"
"9855","no"
"9856","no"
"9857","no"
"9858","no"
"9859","yes"
"9860","no"
"9861","no"
"9862","yes"
"9863","no"
"9864","no"
"9865","no"
"9866","no"
"9867","no"
"9868","no"
"9869","no"
"9870","no"
"9871","no"
"9872","no"
"9873","yes"
"9874","yes"
"9875","no"
"9876","no"
"9877","no"
"9878","no"
"9879","no"
"9880","no"
"9881","no"
"9882","no"
"9883","no"
"9884","yes"
"9885","no"
"9886","no"
"9887","no"
"9888","no"
"9889","no"
"9890","no"
"9891","no"
"9892","no"
"9893","no"
"9894","yes"
"9895","no"
"9896","no"
"9897","no"
"9898","yes"
"9899","no"
"9900","no"
"9901","no"
"9902","no"
"9903","no"
"9904","no"
"9905","no"
"9906","no"
"9907","no"
"9908","no"
"9909","no"
"9910","no"
"9911","no"
"9912","yes"
"9913","no"
"9914","no"
"9915","no"
"9916","no"
"9917","no"
"9918","no"
"9919","no"
"9920","no"
"9921","yes"
"9922","no"
"9923","no"
"9924","no"
"9925","no"
"9926","no"
"9927","no"
"9928","no"
"9929","yes"
"9930","no"
"9931","no"
"9932","yes"
"9933","no"
"9934","no"
"9935","no"
"9936","yes"
"9937","no"
"9938","no"
"9939","no"
"9940","no"
"9941","yes"
"9942","no"
"9943","no"
"9944","no"
"9945","no"
"9946","no"
"9947","no"
"9948","no"
"9949","no"
"9950","no"
"9951","no"
"9952","no"
"9953","no"
"9954","no"
"9955","no"
"9956","no"
"9957","no"
"9958","no"
"9959","no"
"9960","no"
"9961","no"
"9962","no"
"9963","no"
"9964","no"
"9965","no"
"9966","no"
"9967","no"
"9968","no"
"9969","no"
"9970","no"
"9971","no"
"9972","yes"
"9973","no"
"9974","no"
"9975","yes"
"9976","no"
"9977","no"
"9978","no"
"9979","no"
"9980","no"
"9981","no"
"9982","no"
"9983","no"
"9984","no"
"9985","no"
"9986","no"
"9987","no"
"9988","no"
"9989","no"
"9990","no"
"9991","no"
"9992","no"
"9993","no"
"9994","no"
"9995","no"
"9996","no"
"9997","no"
"9998","no"
"9999","no"
"10000","no"
"10001","yes"
"10002","no"
"10003","no"
"10004","no"
"10005","no"
"10006","no"
"10007","no"
"10008","no"
"10009","no"
"10010","no"
"10011","no"
"10012","no"
"10013","no"
"10014","no"
"10015","yes"
"10016","no"
"10017","yes"
"10018","no"
"10019","yes"
"10020","no"
"10021","yes"
"10022","no"
"10023","yes"
"10024","no"
"10025","no"
"10026","no"
"10027","no"
"10028","no"
"10029","no"
"10030","no"
"10031","yes"
"10032","yes"
"10033","no"
"10034","no"
"10035","no"
"10036","no"
"10037","no"
"10038","no"
"10039","no"
"10040","no"
"10041","no"
"10042","no"
"10043","no"
"10044","no"
"10045","no"
"10046","no"
"10047","no"
"10048","no"
"10049","no"
"10050","no"
"10051","no"
"10052","no"
"10053","no"
"10054","no"
"10055","no"
"10056","no"
"10057","no"
"10058","yes"
"10059","no"
"10060","no"
"10061","no"
"10062","no"
"10063","no"
"10064","no"
"10065","no"
"10066","no"
"10067","no"
"10068","yes"
"10069","no"
"10070","yes"
"10071","no"
"10072","no"
"10073","no"
"10074","no"
"10075","no"
"10076","no"
"10077","no"
"10078","no"
"10079","no"
"10080","no"
"10081","no"
"10082","no"
"10083","no"
"10084","no"
"10085","no"
"10086","yes"
"10087","no"
"10088","no"
"10089","no"
"10090","no"
"10091","no"
"10092","no"
"10093","no"
"10094","no"
"10095","no"
"10096","yes"
"10097","no"
"10098","no"
"10099","no"
"10100","yes"
"10101","no"
"10102","no"
"10103","no"
"10104","no"
"10105","no"
"10106","no"
"10107","no"
"10108","no"
"10109","no"
"10110","no"
"10111","no"
"10112","no"
"10113","no"
"10114","no"
"10115","no"
"10116","no"
"10117","no"
"10118","no"
"10119","no"
"10120","no"
"10121","no"
"10122","no"
"10123","no"
"10124","no"
"10125","yes"
"10126","no"
"10127","no"
"10128","no"
"10129","no"
"10130","no"
"10131","no"
"10132","no"
"10133","no"
"10134","no"
"10135","no"
"10136","no"
"10137","no"
"10138","no"
"10139","no"
"10140","yes"
"10141","no"
"10142","no"
"10143","no"
"10144","no"
"10145","yes"
"10146","no"
"10147","no"
"10148","no"
"10149","no"
"10150","no"
"10151","no"
"10152","no"
"10153","no"
"10154","no"
"10155","no"
"10156","no"
"10157","yes"
"10158","no"
"10159","no"
"10160","no"
"10161","no"
"10162","no"
"10163","yes"
"10164","no"
"10165","no"
"10166","yes"
"10167","yes"
"10168","no"
"10169","no"
"10170","no"
"10171","no"
"10172","no"
"10173","no"
"10174","yes"
"10175","no"
"10176","no"
"10177","no"
"10178","yes"
"10179","yes"
"10180","no"
"10181","no"
"10182","yes"
"10183","no"
"10184","no"
"10185","no"
"10186","no"
"10187","no"
"10188","no"
"10189","no"
"10190","no"
"10191","no"
"10192","yes"
"10193","no"
"10194","no"
"10195","yes"
"10196","yes"
"10197","no"
"10198","no"
"10199","no"
"10200","yes"
"10201","no"
"10202","no"
"10203","no"
"10204","no"
"10205","no"
"10206","no"
"10207","no"
"10208","no"
"10209","no"
"10210","no"
"10211","no"
"10212","no"
"10213","no"
"10214","no"
"10215","no"
"10216","yes"
"10217","no"
"10218","no"
"10219","no"
"10220","no"
"10221","no"
"10222","no"
"10223","no"
"10224","no"
"10225","no"
"10226","no"
"10227","no"
"10228","no"
"10229","no"
"10230","no"
"10231","no"
"10232","no"
"10233","no"
"10234","no"
"10235","no"
"10236","no"
"10237","no"
"10238","no"
"10239","yes"
"10240","no"
"10241","no"
"10242","no"
"10243","yes"
"10244","no"
"10245","no"
"10246","no"
"10247","no"
"10248","no"
"10249","no"
"10250","no"
"10251","no"
"10252","no"
"10253","no"
"10254","no"
"10255","no"
"10256","no"
"10257","no"
"10258","no"
"10259","no"
"10260","no"
"10261","no"
"10262","no"
"10263","no"
"10264","no"
"10265","no"
"10266","no"
"10267","no"
"10268","no"
"10269","no"
"10270","no"
"10271","no"
"10272","no"
"10273","no"
"10274","no"
"10275","no"
"10276","no"
"10277","yes"
"10278","no"
"10279","no"
"10280","no"
"10281","no"
"10282","no"
"10283","no"
"10284","no"
"10285","no"
"10286","no"
"10287","no"
"10288","no"
"10289","no"
"10290","no"
"10291","no"
"10292","yes"
"10293","no"
"10294","no"
"10295","no"
"10296","no"
"10297","no"
"10298","no"
"10299","no"
"10300","yes"
"10301","no"
"10302","no"
"10303","no"
"10304","no"
"10305","no"
"10306","no"
"10307","no"
"10308","no"
"10309","no"
"10310","no"
"10311","no"
"10312","no"
"10313","yes"
"10314","no"
"10315","yes"
"10316","yes"
"10317","no"
"10318","no"
"10319","no"
"10320","no"
"10321","no"
"10322","no"
"10323","no"
"10324","no"
"10325","no"
"10326","no"
"10327","no"
"10328","yes"
"10329","no"
"10330","no"
"10331","no"
"10332","no"
"10333","no"
"10334","no"
"10335","no"
"10336","no"
"10337","yes"
"10338","no"
"10339","no"
"10340","no"
"10341","no"
"10342","no"
"10343","no"
"10344","no"
"10345","no"
"10346","yes"
"10347","yes"
"10348","no"
"10349","yes"
"10350","no"
"10351","no"
"10352","yes"
"10353","no"
"10354","no"
"10355","no"
"10356","yes"
"10357","no"
"10358","no"
"10359","no"
"10360","no"
"10361","no"
"10362","no"
"10363","no"
"10364","no"
"10365","no"
"10366","no"
"10367","no"
"10368","no"
"10369","no"
"10370","no"
"10371","no"
"10372","no"
"10373","no"
"10374","no"
"10375","no"
"10376","yes"
"10377","no"
"10378","no"
"10379","no"
"10380","no"
"10381","yes"
"10382","no"
"10383","yes"
"10384","no"
"10385","no"
"10386","no"
"10387","no"
"10388","yes"
"10389","no"
"10390","no"
"10391","no"
"10392","no"
"10393","no"
"10394","yes"
"10395","no"
"10396","no"
"10397","no"
"10398","no"
"10399","no"
"10400","no"
"10401","no"
"10402","no"
"10403","no"
"10404","yes"
"10405","no"
"10406","no"
"10407","no"
"10408","no"
"10409","no"
"10410","no"
